{define Ddim/Bb.        base-fret 1 frets x 1 3 1 3 1}
{define Ddim/Bb..       base-fret 1 frets x x 3 3 3 4}
{define Ddim/C.         base-fret 1 frets x x 0 1 1 1}
{define Ddim7.          base-fret 1 frets x 2 0 1 0 1}
{define Ddim7..         base-fret 1 frets x x 0 1 0 1}
{define Ddim7...        base-fret 1 frets x x 3 4 3 4}
{define Dm.             base-fret 1 frets x 0 0 2 3 1}
{define Dm..            base-fret 7 frets 1 1 3 3 2 1}
{define Dm/B.           base-fret 1 frets 1 2 3 2 3 1}
{define Dm/B..          base-fret 1 frets x 2 0 2 0 1}
{define Dm/B...         base-fret 1 frets x x 0 2 0 1}
{define Dm/Bb.          base-fret 1 frets 1 1 3 2 3 1}
{define Dm/C.           base-fret 5 frets x 1 3 1 2 1}
{define Dm/C..          base-fret 1 frets x x 0 2 1 1}
{define Dm/C...         base-fret 5 frets x x 0 1 2 1}
{define Dm/Db.          base-fret 1 frets x x 0 2 2 1}
{define Dm/E.           base-fret 6 frets x x 2 2 1 0}
{define Dm6.            base-fret 1 frets x 2 0 2 0 1}
{define Dm6..           base-fret 1 frets x x 0 2 0 1}
{define Dm7.            base-fret 5 frets x 1 3 1 2 1}
{define Dm7..           base-fret 1 frets x x 0 2 1 1}
{define Dm7...          base-fret 5 frets x x 0 1 2 1}
{define Dm7(b5).        base-fret 1 frets x x 0 1 1 1}
{define Dm7/add11.      base-fret 1 frets 3 x 0 2 1 1}
{define Dmaj7.          base-fret 14 frets x x 0 1 1 1}
{define Dmaj7..         base-fret 1 frets x x 0 2 2 2}
{define Dmin/maj7.      base-fret 1 frets x x 0 2 2 1}
{define Dsus.           base-fret 3 frets 3 x 0 0 1 3}
{define Dsus..          base-fret 1 frets 3 0 0 0 3 3}
{define Dsus...         base-fret 1 frets x 0 0 0 3 3}
{define Dsus....        base-fret 1 frets x x 0 2 3 3}
{define Dsus2.          base-fret 5 frets 1 1 3 3 x 0}
{define Dsus2..         base-fret 1 frets x 0 0 2 3 0}
{define Dsus2...        base-fret 1 frets 0 0 2 2 3 0}
{define Dsus2,          base-fret 1 frets x 0 2 2 3 0}
{define Dsus2,,         base-fret 1 frets x x 0 2 3 0}
{define Dsus2/Ab.       base-fret 1 frets 4 x 0 2 3 0}
{define Dsus2/B.        base-fret 1 frets 0 2 0 2 0 0}
{define Dsus2/B..       base-fret 1 frets x 2 0 2 3 0}
{define Dsus2/Bb.       base-fret 1 frets 0 1 x 2 3 0}
{define Dsus2/C.        base-fret 1 frets x x 0 2 1 0}
{define Dsus2/C..       base-fret 5 frets x x 0 1 1 1}
{define Dsus2/Db.       base-fret 1 frets x 0 0 2 2 0}
{define Dsus2/Db..      base-fret 1 frets x x 0 2 2 0}
{define Dsus2/Db...     base-fret 5 frets x x 0 2 1 1}
{define Dsus2/Db,       base-fret 9 frets x x 0 1 2 1}
{define Dsus2/F.        base-fret 6 frets x x 2 2 1 0}
{define Dsus2/G.        base-fret 1 frets x 0 2 0 3 0}
{define Dsus2/G..       base-fret 1 frets x 0 2 0 3 3}
{define Dsus2/G...      base-fret 1 frets x 0 2 2 3 3}
{define Dsus2/G,        base-fret 3 frets 3 x 0 0 1 0}
{define Dsus2/G,,       base-fret 1 frets x 0 0 0 x 0}
{define Dsus2/Gb.       base-fret 1 frets 0 0 0 2 3 2}
{define Dsus2/Gb..      base-fret 1 frets 0 0 4 2 3 0}
{define Dsus2/Gb...     base-fret 1 frets 2 x 0 2 3 0}
{define Dsus2/Gb,       base-fret 1 frets x 0 2 2 3 2}
{define Dsus2/Gb,,      base-fret 1 frets x x 2 2 3 2}
{define Dsus2/Gb,,,     base-fret 2 frets x 4 3 1 2 0}
{define Dsus2/Gb,,,,    base-fret 7 frets x 3 1 1 x 0}
{define Dsus4/B.        base-fret 1 frets 3 0 0 0 0 3}
{define Dsus4/B..       base-fret 1 frets 3 2 0 2 0 3}
{define Dsus4/C.        base-fret 1 frets x x 0 2 1 3}
{define Dsus4/E.        base-fret 1 frets x 0 2 0 3 0}
{define Dsus4/E..       base-fret 1 frets x 0 2 0 3 3}
{define Dsus4/E...      base-fret 1 frets x 0 2 2 3 3}
{define Dsus4/E....     base-fret 3 frets 3 x 0 0 1 0}
{define Dsus4/E,        base-fret 1 frets x 0 0 0 x 0}
{define Dsus4/Gb.       base-fret 3 frets 3 x 2 0 1 3}
{define Dsus4/Gb..      base-fret 1 frets 3 x 0 2 3 2}
{define E.              base-fret 1 frets 0 2 2 1 0 0}
{define E..             base-fret 4 frets x 4 3 1 2 0}
{define E#5.            base-fret 1 frets x 3 2 1 1 0}
{define E/A.            base-fret 1 frets x 0 2 1 0 0}
{define E/D.            base-fret 1 frets 0 2 0 1 0 0}
{define E/D..           base-fret 1 frets 0 2 2 1 3 0}
{define E/D...          base-fret 1 frets x 2 0 1 3 0} 
{define E/D....         base-fret 1 frets x x 0 1 0 0} 
{define E/Db.           base-fret 1 frets 0 2 2 1 2 0} 
{define E/Db..          base-fret 4 frets x 1 3 1 2 1} 
{define E/Eb.           base-fret 1 frets 0 2 1 1 0 0} 
{define E/Eb..          base-fret 4 frets 0 x 3 1 1 0} 
{define E/Eb...         base-fret 1 frets x x 1 1 0 0} 
{define E/Gb.           base-fret 1 frets 0 2 2 1 0 2} 
{define E/Gb..          base-fret 1 frets 0 x 4 1 0 0} 
{define E/Gb...         base-fret 1 frets 2 2 2 1 0 0} 
{define E11/b9.         base-fret 1 frets 0 0 3 4 3 4} 
{define E5.             base-fret 1 frets 0 2 x x x 0} 
{define E5..            base-fret 7 frets x 1 3 3 x 0} 
{define E6.             base-fret 1 frets 0 2 2 1 2 0} 
{define E6..            base-fret 4 frets x 1 3 1 2 1} 
{define E7.             base-fret 1 frets 0 2 0 1 0 0} 
{define E7..            base-fret 1 frets 0 2 2 1 3 0} 
{define E7...           base-fret 1 frets x 2 0 1 3 0} 
{define E7....          base-fret 1 frets x x 0 1 0 0} 
{define E7/add11.       base-fret 1 frets x 0 0 1 0 0} 
{define E7/b9(b5).      base-fret 1 frets 0 1 3 1 3 1} 
{define E7sus4.         base-fret 1 frets 0 2 0 2 0 0} 
{define E9.             base-fret 1 frets 0 2 0 1 0 2} 
{define E9..            base-fret 1 frets 2 2 0 1 0 0} 
{define Eadd9.          base-fret 1 frets 0 2 2 1 0 2} 
{define Eadd9..         base-fret 1 frets 0 x 4 1 0 0} 
{define Eadd9...        base-fret 1 frets 2 2 2 1 0 0} 
{define Eb.             base-fret 1 frets x 1 1 3 4 3} 
{define Eb..            base-fret 1 frets x x 1 3 4 3} 
{define Eb...           base-fret 3 frets x x 3 1 2 1} 
{define Eb#5.           base-fret 1 frets 3 2 1 0 0 3} 
{define Eb#5..          base-fret 1 frets 3 x 1 0 0 3} 
{define Eb/C.           base-fret 3 frets x 1 3 1 2 1} 
{define Eb/D.           base-fret 6 frets x 1 3 2 3 1} 
{define Eb/Db.          base-fret 1 frets x 1 1 3 2 3} 
{define Eb/Db..         base-fret 6 frets x 1 3 1 3 1} 
{define Eb/Db...        base-fret 1 frets x x 1 3 2 3} 
{define Eb/E.           base-fret 3 frets x x 3 1 2 0} 
{define Eb5.            base-fret 6 frets x 1 3 3 x 1} 
{define Eb6.            base-fret 3 frets x 1 3 1 2 1} 
{define Eb7.            base-fret 1 frets x 1 1 3 2 3} 
{define Eb7..           base-fret 6 frets x 1 3 1 3 1} 
{define Eb7...          base-fret 1 frets x x 1 3 2 3} 
{define Ebaug/E.        base-fret 1 frets 3 x 1 0 0 0} 
{define Ebaug/E..       base-fret 1 frets x x 1 0 0 0} 
{define Ebdim/B.        base-fret 1 frets 2 x 1 2 0 2} 
{define Ebdim/B..       base-fret 1 frets x 0 1 2 0 2} 
{define Ebdim/B...      base-fret 1 frets x 2 1 2 0 2} 
{define Ebdim/B....     base-fret 1 frets x 2 4 2 4 2} 
{define Ebdim/C.        base-fret 1 frets x x 1 2 1 2} 
{define Ebdim7.         base-fret 1 frets x x 1 2 1 2} 
{define Ebm.            base-fret 1 frets x x 4 3 4 2} 
{define Ebm/Db.         base-fret 1 frets x x 1 3 2 2} 
{define Ebm7.           base-fret 1 frets x x 1 3 2 2} 
{define Ebmaj7.         base-fret 6 frets x 1 3 2 3 1} 
{define Ebsus2/Ab.      base-fret 1 frets x 1 3 1 4 1} 
{define Ebsus4/F.       base-fret 1 frets x 1 3 1 4 1} 
{define Edim/C.         base-fret 3 frets x 1 3 1 3 1} 
{define Edim/D.         base-fret 1 frets 3 x 0 3 3 0} 
{define Edim/Db.        base-fret 1 frets x 1 2 0 2 0} 
{define Edim/Db..       base-fret 1 frets x x 2 3 2 3} 
{define Edim/Eb.        base-fret 3 frets x x 3 1 2 0} 
{define Edim7.          base-fret 1 frets x 1 2 0 2 0} 
{define Edim7..         ba3} 
{define Edim/Eb.        base-fret 3 frets x x 3 1 2 0} 
{define Edim7.          base-fret 1 frets x 1 2 0 2 0} 
{define Edim7..         base-fret 1 frets x x 2 3 2 3} 
{define Em.             base-fret 1 frets 0 2 2 0 0 0} 
{define Em..            base-fret 1 frets 3 x 2 0 0 0} 
{define Em...           base-fret 2 frets x 1 4 x x 0} 
{define Em/A.           base-fret 1 frets 3 x 2 2 0 0} 
{define Em/A..          base-fret 1 frets x 0 2 0 0 0} 
{define Em/A...         base-fret 4 frets x 0 2 1 2 0} 
{define Em/C.           base-fret 1 frets 0 3 2 0 0 0} 
{define Em/C..          base-fret 1 frets x 2 2 0 1 0} 
{define Em/C...         base-fret 3 frets x 1 3 2 3 1} 
{define Em/D.           base-fret 1 frets 0 2 0 0 0 0} 
{define Em/D..          base-fret 1 frets 0 2 0 0 3 0} 
{define Em/D...         base-fret 1 frets 0 2 2 0 3 0} 
{define Em/D,.          base-fret 1 frets 0 2 2 0 3 3} 
{define Em/D,           base-fret 12 frets x x 0 1 1 1}
{define Em/D,,          base-fret 7 frets x x 0 3 2 1} 
{define Em/D,,,         base-fret 1 frets x x 2 4 3 3} 
{define Em/D,.,         base-fret 1 frets 0 x 0 0 0 0} 
{define Em/D,..         base-fret 10 frets x 1 3 3 3 0}
{define Em/Db.          base-fret 1 frets 0 2 2 0 2 0} 
{define Em/Eb.          base-fret 1 frets 3 x 1 0 0 0} 
{define Em/Eb..         base-fret 1 frets x x 1 0 0 0} 
{define Em/Gb.          base-fret 1 frets 0 2 2 0 0 2} 
{define Em/Gb..         base-fret 1 frets 0 2 4 0 0 0} 
{define Em/Gb...        base-fret 1 frets 0 x 4 0 0 0} 
{define Em/Gb,          base-fret 1 frets 2 2 2 0 0 0} 
{define Em6.            base-fret 1 frets 0 2 2 0 2 0} 
{define Em7.            base-fret 1 frets 0 2 0 0 0 0} 
{define Em7..           base-fret 1 frets 0 2 0 0 3 0} 
{define Em7...          base-fret 1 frets 0 2 2 0 3 0} 
{define Em7....         base-fret 1 frets 0 2 2 0 3 3} 
{define Em7.....        base-fret 1 frets x x 0 0 0 0} 
{define Em7,            base-fret 12 frets x x 0 1 1 1}
{define Em7,,           base-fret 7 frets x x 0 3 2 1} 
{define Em7,,,          base-fret 1 frets x x 2 4 3 3} 
{define Em7,,,,         base-fret 1 frets 0 x 0 0 0 0} 
{define Em7,,,,,        base-fret 10 frets x 1 3 3 3 0}
{define Em7(b5).        base-fret 1 frets 3 x 0 3 3 0} 
{define Em7/add11.      base-fret 1 frets 0 0 0 0 0 0} 
{define Em7/add11..     base-fret 1 frets 0 0 0 0 0 3} 
{define Em7/add11...    base-fret 1 frets 3 x 0 2 0 0} 
{define Em9.            base-fret 1 frets 0 2 0 0 0 2} 
{define Em9..           base-fret 1 frets 0 2 0 0 3 2} 
{define Em9...          base-fret 1 frets 2 2 0 0 0 0} 
{define Emaj7.          base-fret 1 frets 0 2 1 1 0 0} 
{define Emaj7..         base-fret 4 frets 0 x 3 1 1 0} 
{define Emaj7...        base-fret 1 frets x x 1 1 0 0} 
{define Emaj9.          base-fret 1 frets 0 2 1 1 0 2} 
{define Emaj9..         base-fret 1 frets 4 x 4 4 4 0} 
{define Emin/maj7.      base-fret 1 frets 3 x 1 0 0 0} 
{define Emin/maj7..     base-fret 1 frets x x 1 0 0 0} 
{define Emin/maj9.      base-fret 4 frets 0 3 1 0 0 0} 
{define Esus.           base-fret 1 frets 0 0 2 2 0 0} 
{define Esus..          base-fret 1 frets 0 0 2 4 0 0} 
{define Esus...         base-fret 1 frets 0 2 2 2 0 0} 
{define Esus,           base-fret 1 frets x 0 2 2 0 0} 
{define Esus,,          base-fret 1 frets x x 2 2 0 0} 
{define Esus2.          base-fret 7 frets 1 3 3 x x 0} 
{define Esus2..         base-fret 1 frets x 2 4 4 x 0} 
{define Esus2/A.        base-fret 1 frets x 0 4 4 0 0} 
{define Esus2/A..       base-fret 2 frets x 1 3 1 4 1} 
{define Esus2/Ab.       base-fret 1 frets 0 2 2 1 0 2} 
{define Esus2/Ab..      base-fret 1 frets 0 x 4 1 0 0} 
{define Esus2/Ab...     base-fret 1 frets 2 2 2 1 0 0} 
{define Esus2/Db.       base-fret 1 frets x 4 4 4 x 0} 
{define Esus2/Eb.       base-fret 1 frets x 2 2 4 4 2} 
{define Esus2/Eb..      base-fret 1 frets x x 4 4 4 0} 
{define Esus2/G.        base-fret 1 frets 0 2 2 0 0 2} 
{define Esus2/G..       base-fret 1 frets 0 2 4 0 0 0} 
{define Esus2/G...      base-fret 1 frets 0 x 4 0 0 0} 
{define Esus2/G....     base-fret 1 frets 2 2 2 0 0 0} 
{define Esus4/Ab.       base-fret 1 frets x 0 2 1 0 0} 
{define Esus4/C.        base-fret 5 frets 0 0 3 1 0 0} 
{define Esus4/C..       base-fret 1 frets x 3 2 2 0 0} 
{define Esus4/D.        base-fret 1 frets 0 2 0 2 0 0} 
{define Esus4/D..       base-fret 1 frets x 2 0 2 3 0} 
{define Esus4/Db.       base-fret 1 frets 0 0 2 4 2 0} 
{define Esus4/Db..      base-fret 6 frets x 0 2 1 0 0} 
{define Esus4/Eb.       base-fret 1 frets x 2 1 2 0 0} 
{define Esus4/F.        base-fret 1 frets 0 0 3 2 0 0} 
{define Esus4/G.        base-fret 1 frets 3 x 2 2 0 0} 
{define Esus4/G..       base-fret 1 frets x 0 2 0 0 0} 
{define Esus4/G...      base-fret 4 frets x 0 2 1 2 0} 
{define Esus4/Gb.       base-fret 1 frets x 0 4 4 0 0} 
{define Esus4/Gb..      base-fret 2 frets x 1 3 1 4 1} 
{define F.              base-fret 1 frets 1 3 3 2 1 1} 
{define F..             base-fret 1 frets x 0 3 2 1 1} 
{define F...            base-fret 1 frets x 3 3 2 1 1} 
{define F....           base-fret 1 frets x x 3 2 1 1} 
{define F#5.            base-fret 1 frets x 0 3 2 2 1} 
{define F#5..           base-fret 1 frets x 0 x 2 2 1} 
{define F/D.            base-fret 5 frets x 1 3 1 2 1} 
{define F/D..           base-fret 1 frets x x 0 2 1 1} 
{define F/D...          base-fret 5 frets x x 0 1 2 1} 
{define F/E.            base-fret 1 frets 0 0 3 2 1 0} 
{define F/E..           base-fret 1 frets 1 3 3 2 1 0} 
{define F/E...          base-fret 1 frets 1 x 2 2 1 0} 
{define F/E....         base-fret 1 frets x x 2 2 1 1} 
{define F/E.....        base-fret 1 frets x x 3 2 1 0} 
{define F/Eb.           base-fret 1 frets x x 1 2 1 1} 
{define F/Eb..          base-fret 3 frets x x 1 3 2 3} 
{define F/G.            base-fret 1 frets 3 x 3 2 1 1} 
{define F/G..           base-fret 1 frets x x 3 2 1 3} 
{define F5.             base-fret 1 frets 1 3 3 x x 1} 
{define F6.             base-fret 5 frets x 1 3 1 2 1} 
{define F6..            base-fret 1 frets x x 0 2 1 1} 
{define F6...           base-fret 5 frets x x 0 1 2 1} 
{define F6/add9.        base-fret 1 frets 3 x 0 2 1 1} 
{define F7.             base-fret 1 frets x x 1 2 1 1} 
{define F7..            base-fret 3 frets x x 1 3 2 3} 
{define Fadd9.          base-fret 1 frets 3 x 3 2 1 1} 
{define Fadd9..         base-fret 1 frets x x 3 2 1 3} 
{define Faug/D.         base-fret 1 frets x x 0 2 2 1} 
{define Faug/G.         base-fret 1 frets 1 0 3 0 2 1} 
{define Fdim/D.         base-fret 1 frets x 2 0 1 0 1} 
{define Fdim/D..        base-fret 1 frets x x 0 1 0 1} 
{define Fdim/D...       base-fret 1 frets x x 3 4 3 4} 
{define Fdim/Db.        base-fret 1 frets x 4 3 4 0 4} 
{define Fdim7.          base-fret 1 frets x 2 0 1 0 1} 
{define Fdim7..         base-fret 1 frets x x 0 1 0 1} 
{define Fdim7...        base-fret 1 frets x x 3 4 3 4} 
{define Fm.             base-fret 1 frets x 3 3 1 1 1} 
{define Fm..            base-fret 1 frets x x 3 1 1 1} 
{define Fm/D.           base-fret 1 frets x x 0 1 1 1} 
{define Fm/Db.          base-fret 1 frets x 3 3 1 2 1} 
{define Fm/Db..         base-fret 4 frets x 1 3 2 3 1} 
{define Fm/Eb.          base-fret 8 frets x 1 3 1 2 1} 
{define Fm/Eb..         base-fret 1 frets x x 1 1 1 1} 
{define Fm6.            base-fret 1 frets x x 0 1 1 1} 
{define Fm7.            base-fret 8 frets x 1 3 1 2 1} 
{define Fm7..           base-fret 1 frets x x 1 1 1 1} 
{define Fmaj7.          base-fret 1 frets 0 0 3 2 1 0} 
{define Fmaj7..         base-fret 1 frets 1 3 3 2 1 0} 
{define Fmaj7...        base-fret 1 frets 1 x 2 2 1 0} 
{define Fmaj7,          base-fret 1 frets x x 2 2 1 1} 
{define Fmaj7,,         base-fret 1 frets x x 3 2 1 0} 
{define Fmaj7/#11.      base-fret 1 frets 0 2 3 2 1 0} 
{define Fmaj7/#11..     base-fret 1 frets 1 3 3 2 0 0} 
{define Fmaj9.          base-fret 1 frets 0 0 3 0 1 3} 
{define Fsus.           base-fret 1 frets x x 3 3 1 1} 
{define Fsus2.          base-fret 1 frets x 3 3 0 1 1} 
{define Fsus2..         base-fret 1 frets x x 3 0 1 1} 
{define Fsus2/A.        base-fret 1 frets 3 x 3 2 1 1} 
{define Fsus2/A..       base-fret 1 frets x x 3 2 1 3} 
{define Fsrets x x 3 0 1 1} 
{define Fsus2/A.        base-fret 1 frets 3 x 3 2 1 1} 
{define Fsus2/A..       base-fret 1 frets x x 3 2 1 3} 
{define Fsus2/B.        base-fret 1 frets x 3 3 0 0 3} 
{define Fsus2/Bb.       base-fret 3 frets x 1 3 1 4 1} 
{define Fsus2/D.        base-fret 1 frets 3 3 0 0 1 1} 
{define Fsus2/E.        base-fret 1 frets x 3 3 0 1 0} 
{define Fsus2/E..       base-fret 1 frets x x 3 0 1 0} 
{define Fsus4/G.        base-fret 3 frets x 1 3 1 4 1} 
{define G.              base-fret 10 frets x 1 3 3 3 1}
{define G..             base-fret 1 frets 3 2 0 0 0 3} 
{define G...            base-fret 1 frets 3 2 0 0 3 3} 
{define G....           base-fret 3 frets 1 3 3 2 1 1} 
{define G.....          base-fret 1 frets 3 x 0 0 0 3} 
{define G,              base-fret 3 frets x 3 3 2 1 1} 
{define G,,             base-fret 1 frets x x 0 4 3 3} 
{define G,,,            base-fret 7 frets x x 0 1 2 1} 
{define G#5.            base-fret 1 frets 3 2 1 0 0 3} 
{define G#5..           base-fret 1 frets 3 x 1 0 0 3} 
{define G/A.            base-fret 1 frets 3 0 0 0 0 3} 
{define G/A..           base-fret 1 frets 3 2 0 2 0 3} 
{define G/C.            base-fret 1 frets 3 3 0 0 0 3} 
{define G/C..           base-fret 1 frets x 3 0 0 0 3} 
{define G/E.            base-fret 1 frets 0 2 0 0 0 0} 
{define G/E..           base-fret 1 frets 0 2 0 0 3 0} 
{define G/E...          base-fret 1 frets 0 2 2 0 3 0} 
{define G/E....         base-fret 1 frets 0 2 2 0 3 3} 
{define G/E.....        base-fret 12 frets x x 0 1 1 1}
{define G/E,            base-fret 7 frets x x 0 3 2 1} 
{define G/E,,           base-fret 1 frets x x 2 4 3 3} 
{define G/E,,,          base-fret 1 frets 0 x 0 0 0 0} 
{define G/E,,,,         base-fret 10 frets x 1 3 3 3 0}
{define G/F.            base-fret 1 frets 1 x 0 0 0 3} 
{define G/F..           base-fret 1 frets 3 2 0 0 0 1} 
{define G/F...          base-fret 1 frets x x 0 0 0 1} 
{define G/Gb.           base-fret 1 frets 2 2 0 0 0 3} 
{define G/Gb..          base-fret 1 frets 2 2 0 0 3 3} 
{define G/Gb...         base-fret 1 frets 3 2 0 0 0 2} 
{define G/Gb....        base-fret 1 frets x x 4 4 3 3} 
{define G5.             base-fret 3 frets 1 3 3 x x 1} 
{define G5..            base-fret 1 frets 3 x 0 0 3 3} 
{define G6.             base-fret 1 frets 0 2 0 0 0 0} 
{define G6..            base-fret 1 frets 0 2 0 0 3 0} 
{define G6...           base-fret 1 frets 0 2 2 0 3 0} 
{define G6....          base-fret 1 frets 0 2 2 0 3 3} 
{define G6,             base-fret 12 frets x x 0 1 1 1}
{define G6,,            base-fret 7 frets x x 0 3 2 1} 
{define G6,,,           base-fret 1 frets x x 2 4 3 3} 
{define G6,,,,          base-fret 1 frets 0 x 0 0 0 0} 
{define G6,.,.          base-fret 10 frets x 1 3 3 3 0}
{define G6/add9.        base-fret 1 frets 0 0 0 0 0 0} 
{define G6/add9..       base-fret 1 frets 0 0 0 0 0 3} 
{define G6/add9...      base-fret 1 frets 3 x 0 2 0 0} 
{define G7.             base-fret 1 frets 1 x 0 0 0 3} 
{define G7..            base-fret 1 frets 3 2 0 0 0 1} 
{define G7...           base-fret 1 frets x x 0 0 0 1} 
{define G7/add11.       base-fret 1 frets x 3 0 0 0 1} 
{define G7sus4.         base-fret 1 frets 3 3 0 0 1 1} 
{define G9.             base-fret 1 frets x 0 0 0 0 1} 
{define G9..            base-fret 1 frets x 2 3 2 3 3} 
{define Gadd9.          base-fret 1 frets 3 0 0 0 0 3} 
{define Gadd9..         base-fret 1 frets 3 2 0 2 0 3} 
{define Gaug/E.         base-fret 1 frets 3 x 1 0 0 0} 
{define Gaug/E..        base-fret 1 frets x x 1 0 0 0} 
{define Gb.             base-fret 1 frets 2 4 4 3 2 2} 
{define Gb..            base-fret 1 frets x 4 4 3 2 2} 
{define Gb...           base-fret 1 frets x x 4 3 2 2} 
{define Gb#5.           base-fret 1 frets x x 0 3 3 2} 
{define Gb/Ab.          base-fret 1 frets x x 4 3 2 4} 
{define Gb/E.           base-fret 1 frets 2 4 2 3 2 2} 
{define Gb/E..          base-fret 1 frets x x 4 3 2 0} 
{define Gb/Eb.          base-fret 1 frets x x 1 3 2 2} 
{define Gb/F.           base-fret 1 frets x x 3 3 2 2} 
{define Gb6.            base-fret 1 frets x x 1 3 2 2} 
{define Gb7.            base-fret 1 frets 2 4 2 3 2 2} 
{define Gb7..           base-fret 1 frets x x 4 3 2 0} 
{define Gb7(#5).        base-fret 1 frets 2 x 4 3 3 0} 
{define Gb7/#9.         base-fret 1 frets x 0 4 3 2 0} 
{define Gb7sus4.        base-fret 1 frets x 4 4 4 x 0} 
{define Gbadd9.         base-fret 1 frets x x 4 3 2 4} 
{define Gbaug/E.        base-fret 1 frets 2 x 4 3 3 0} 
{define Gbdim/D.        base-fret 1 frets x 0 0 2 1 2} 
{define Gbdim/D..       base-fret 1 frets x 3 x 2 3 2} 
{define Gbdim/D,        base-fret 5 frets x 1 3 1 3 1} 
{define Gbdim/E.        base-fret 1 frets x 0 2 2 1 2} 
{define Gbdim/E..       base-fret 1 frets x x 2 2 1 2} 
{define Gbdim/Eb.       base-fret 1 frets x x 1 2 1 2} 
{define Gbdim7.         base-fret 1 frets x x 1 2 1 2} 
{define Gbm.            base-fret 1 frets 2 4 4 2 2 2} 
{define Gbm..           base-fret 1 frets x 4 4 2 2 2} 
{define Gbm...          base-fret 1 frets x x 4 2 2 2} 
{define Gbm/D.          base-fret 14 frets x x 0 1 1 1}
{define Gbm/D..         base-fret 1 frets x x 0 2 2 2} 
{define Gbm/E.          base-fret 1 frets 0 0 2 2 2 2} 
{define Gbm/E..         base-fret 1 frets 0 x 4 2 2 0} 
{define Gbm/E...        base-fret 1 frets 2 x 2 2 2 0} 
{define Gbm/E,          base-fret 1 frets x 0 4 2 2 0} 
{define Gbm/E,,         base-fret 1 frets x x 2 2 2 2} 
{define Gbm7.           base-fret 1 frets 0 0 2 2 2 2} 
{define Gbm7..          base-fret 1 frets 0 x 4 2 2 0} 
{define Gbm7...         base-fret 1 frets 2 x 2 2 2 0} 
{define Gbm7,           base-fret 1 frets x 0 4 2 2 0} 
{define Gbm7.,          base-fret 1 frets x x 2 2 2 2} 
{define Gbm7(b5).       base-fret 1 frets x 0 2 2 1 2} 
{define Gbm7(b5)..      base-fret 1 frets x x 2 2 1 2} 
{define Gbm7/b9.        base-fret 1 frets 0 0 2 0 2 2} 
{define Gbmaj7.         base-fret 1 frets x x 3 3 2 2} 
{define Gbsus.          base-fret 1 frets x 4 4 4 2 2} 
{define Gbsus2/Bb.      base-fret 1 frets x x 4 3 2 4} 
{define Gbsus4/E.       base-fret 1 frets x 4 4 4 x 0} 
{define Gdim/E.         base-fret 1 frets x 1 2 0 2 0} 
{define Gdim/E..        base-fret 1 frets x x 2 3 2 3} 
{define Gdim/Eb.        base-fret 1 frets x 1 1 3 2 3} 
{define Gdim/Eb..       base-fret 6 frets x 1 3 1 3 1} 
{define Gdim/Eb...      base-fret 1 frets x x 1 3 2 3} 
{define Gdim7.          base-fret 1 frets x 1 2 0 2 0} 
{define Gdim7..         base-fret 1 frets x x 2 3 2 3} 
{define Gm.             base-fret 3 frets 1 3 3 1 1 1} 
{define Gm..            base-fret 1 frets x x 0 3 3 3} 
{define Gm/E.           base-fret 1 frets 3 x 0 3 3 0} 
{define Gm/Eb.          base-fret 6 frets x 1 3 2 3 1} 
{define Gm/F.           base-fret 3 frets 1 3 1 1 1 1} 
{define Gm/F..          base-fret 1 frets x x 3 3 3 3} 
{define Gm13.           base-fret 1 frets 0 0 3 3 3 3} 
{define Gm6.            base-fret 1 frets 3 x 0 3 3 0} 
{define Gm7.            base-fret 3 frets 1 3 1 1 1 1} 
{define Gm7..           base-fret 1 frets x x 3 3 3 3} 
{define Gm7/add11.      base-fret 1 frets x 3 3 3 3 3} 
{define Gm9.            base-fret 3 frets 1 3 1 1 1 3} 
{define Gmaj7.          base-fret 1 frets 2 2 0 0 0 3} 
{define Gmaj7..         base-fret 1 frets 2 2 0 0 3 3} 
{define Gmaj7,          base-fret 1 frets 3 2 0 0 0 2} 
{define Gmaj7,,         base-fret 1 frets x x 4 4 3 3} 
{define Gsus.           base-fret 1 frets x 3 0 0 3 3} 
{define Gsus..          base-fret 3 frets x 1 3 3 1 1} 
{define Gsus...         base-fret 3 frets x 3 3 3 1 1} 
{define Gsus2.          base-fret 3 frets 3 x 0 0 1 3} 
{define Gsus2..         base-fret 1 frets 3 0 0 0 3 3} 
{define Gsus2,          base-fret 1 frets x 0 0 0 3 3} 
{define Gsus2,,         base-fret 1 frets x x 0 2 3 3} 
{define Gsus2/B.        base-fret 1 frets 3 0 0 0 0 3} 
{define Gsus2/B..       base-fret 1 frets 3 2 0 2 0 3} 
{define Gsus2/C.        base-fret 1 frets x x 0 2 1 3} 
{define Gsus2/E.        base-fret 1 frets x 0 2 0 3 0} 
{define Gsus2/E..       base-fret 1 frets x 0 2 0 3 3} 
{define Gsus2/E,        base-fret 1 frets x 0 2 2 3 3} 
{define Gsus2/E,,       base-fret 3 frets 3 0 0 0 1  base-fret 1 frets x 0 2 0 3 3} 
{define Gsus2/E,        base-fret 1 frets x 0 2 2 3 3} 
{define Gsus2/E,,       base-fret 3 frets 3 0 0 0 1 0} 
{define Gsus2/Gb.       base-fret 3 frets 3 x 2 0 1 3} 
{define Gsus2/Gb..      base-fret 1 frets 3 x 0 2 3 2} 
